1.047198,-2.094395,0.000000,0.000000,0.000000,-0.000000,1.000000
1.047204,-2.094431,0.013007,-0.071745,-0.053050,0.337044,0.611421
1.047239,-2.094525,0.057653,-0.117038,-0.254293,0.521910,3.547335
1.047310,-2.094663,0.083819,-0.157972,-0.366189,0.688308,4.475440
1.047404,-2.094840,0.103865,-0.195750,-0.449300,0.841878,5.467095
1.047517,-2.095053,0.122502,-0.230869,-0.526805,0.984816,6.467039
1.047648,-2.095300,0.139825,-0.263512,-0.599055,1.117781,7.397964
1.047796,-2.095579,0.155927,-0.293850,-0.666377,1.241393,8.264142
1.047960,-2.095887,0.170892,-0.322044,-0.729084,1.356238,9.069597
1.048137,-2.096222,0.184801,-0.348245,-0.787467,1.462866,9.818122
1.048329,-2.096582,0.197728,-0.372595,-0.841802,1.561795,10.513293
1.048532,-2.096966,0.209745,-0.395226,-0.892347,1.653515,11.158477
1.048748,-2.097372,0.220918,-0.416263,-0.939346,1.738484,11.756846
1.048974,-2.097798,0.231307,-0.435822,-0.983029,1.817134,12.311385
1.049210,-2.098243,0.240971,-0.454013,-1.023610,1.889872,12.824902
1.049455,-2.098706,0.249964,-0.470937,-1.061292,1.957079,13.300039
1.049710,-2.099184,0.258337,-0.486690,-1.096265,2.019114,13.739280
1.049972,-2.099678,0.266137,-0.501362,-1.128708,2.076315,14.144961
1.050242,-2.100187,0.273408,-0.515036,-1.158788,2.128997,14.519276
1.050518,-2.100708,0.280192,-0.527790,-1.186664,2.177459,14.864288
1.050802,-2.101242,0.286527,-0.539696,-1.212483,2.221981,15.181933
1.051091,-2.101787,0.292450,-0.550824,-1.236384,2.262823,15.474030
1.051387,-2.102343,0.297994,-0.561236,-1.258497,2.300233,15.742287
1.051687,-2.102909,0.303190,-0.570992,-1.278945,2.334440,15.988305
1.051993,-2.103485,0.308067,-0.580146,-1.297843,2.365663,16.213590
1.052303,-2.104069,0.312654,-0.588751,-1.315298,2.394104,16.419552
1.052618,-2.104662,0.316975,-0.596855,-1.331411,2.419953,16.607514
1.052937,-2.105263,0.321054,-0.604501,-1.346277,2.443390,16.778718
1.053260,-2.105871,0.324913,-0.611732,-1.359984,2.464582,16.934328
1.053587,-2.106486,0.328573,-0.618586,-1.372616,2.483686,17.075434
1.053917,-2.107108,0.332052,-0.625098,-1.384251,2.500850,17.203058
1.054251,-2.107736,0.335369,-0.631304,-1.394961,2.516210,17.318158
1.054588,-2.108370,0.338539,-0.637232,-1.404815,2.529896,17.421632
1.054928,-2.109010,0.341577,-0.642912,-1.413877,2.542030,17.514320
1.055271,-2.109656,0.344499,-0.648371,-1.422208,2.552723,17.597009
1.055617,-2.110307,0.347317,-0.653632,-1.429862,2.562084,17.670435
1.055965,-2.110963,0.350042,-0.658720,-1.436893,2.570209,17.735288
1.056317,-2.111624,0.352687,-0.663655,-1.443351,2.577193,17.792213
1.056671,-2.112290,0.355262,-0.668456,-1.449280,2.583122,17.841814
1.057027,-2.112961,0.357775,-0.673141,-1.454724,2.588078,17.884655
1.057386,-2.113637,0.360236,-0.677727,-1.459723,2.592136,17.921264
1.057748,-2.114317,0.362654,-0.682229,-1.464315,2.595367,17.952133
1.058111,-2.115001,0.365034,-0.686661,-1.468535,2.597838,17.977725
1.058478,-2.115690,0.367385,-0.691036,-1.472416,2.599610,17.998470
1.058846,-2.116383,0.369712,-0.695365,-1.475988,2.600742,18.014769
1.059217,-2.117081,0.372021,-0.699660,-1.479280,2.601287,18.026999
1.059590,-2.117782,0.374317,-0.703930,-1.482319,2.601296,18.035510
1.059966,-2.118488,0.376606,-0.708184,-1.485130,2.600816,18.040629
1.060343,-2.119199,0.378891,-0.712430,-1.487735,2.599890,18.042660
1.060724,-2.119913,0.381176,-0.716676,-1.490157,2.598560,18.041888
1.061106,-2.120632,0.383465,-0.720929,-1.492416,2.596864,18.038579
1.061490,-2.121355,0.385762,-0.725193,-1.494531,2.594836,18.032978
1.061877,-2.122082,0.388068,-0.729476,-1.496519,2.592511,18.025316
1.062267,-2.122814,0.390387,-0.733781,-1.498396,2.589919,18.015806
1.062658,-2.123550,0.392721,-0.738113,-1.500177,2.587088,18.004647
1.063052,-2.124290,0.395071,-0.742475,-1.501878,2.584045,17.992024
1.063448,-2.125035,0.397441,-0.746872,-1.503510,2.580815,17.978109
1.063847,-2.125784,0.399831,-0.751306,-1.505086,2.577420,17.963060
1.064248,-2.126538,0.402242,-0.755779,-1.506617,2.573882,17.947028
1.064651,-2.127296,0.404676,-0.760295,-1.508114,2.570220,17.930147
1.065057,-2.128058,0.407135,-0.764853,-1.509586,2.566454,17.912546
1.065466,-2.128825,0.409617,-0.769457,-1.511043,2.562598,17.894342
1.065877,-2.129597,0.412126,-0.774108,-1.512492,2.558670,17.875644
1.066290,-2.130374,0.414660,-0.778806,-1.513941,2.554684,17.856553
1.066706,-2.131155,0.417220,-0.783551,-1.515398,2.550653,17.837161
1.067124,-2.131941,0.419807,-0.788346,-1.516868,2.546589,17.817555
1.067546,-2.132732,0.422421,-0.793189,-1.518358,2.542503,17.797813
1.067969,-2.133527,0.425061,-0.798082,-1.519874,2.538406,17.778007
1.068396,-2.134328,0.427729,-0.803023,-1.521420,2.534308,17.758206
1.068825,-2.135133,0.430423,-0.808014,-1.523001,2.530216,17.738469
1.069257,-2.135944,0.433143,-0.813052,-1.524621,2.526140,17.718853
1.069691,-2.136759,0.435890,-0.818139,-1.526285,2.522087,17.699410
1.070128,-2.137580,0.438663,-0.823273,-1.527995,2.518062,17.680186
1.070568,-2.138406,0.441462,-0.828453,-1.529755,2.514073,17.661224
1.071011,-2.139237,0.444285,-0.833679,-1.531568,2.510125,17.642563
1.071457,-2.140073,0.447134,-0.838949,-1.533437,2.506222,17.624238
1.071906,-2.140915,0.450006,-0.844264,-1.535363,2.502369,17.606280
1.072357,-2.141762,0.452902,-0.849620,-1.537350,2.498571,17.588719
1.072811,-2.142614,0.455821,-0.855019,-1.539399,2.494831,17.571581
1.073269,-2.143472,0.458762,-0.860457,-1.541512,2.491152,17.554887
1.073729,-2.144335,0.461725,-0.865935,-1.543689,2.487536,17.538660
1.074192,-2.145204,0.464709,-0.871450,-1.545934,2.483988,17.522917
1.074658,-2.146078,0.467713,-0.877001,-1.548246,2.480508,17.507673
1.075128,-2.146958,0.470737,-0.882588,-1.550627,2.477098,17.492944
1.075600,-2.147843,0.473780,-0.888207,-1.553078,2.473761,17.478741
1.076075,-2.148734,0.476840,-0.893859,-1.555600,2.470498,17.465075
1.076553,-2.149631,0.479918,-0.899541,-1.558193,2.467310,17.451953
1.077035,-2.150533,0.483012,-0.905252,-1.560857,2.464197,17.439385
1.077520,-2.151441,0.486122,-0.910991,-1.563593,2.461161,17.427375
1.078007,-2.152355,0.489247,-0.916756,-1.566402,2.458203,17.415928
1.078498,-2.153275,0.492387,-0.922545,-1.569283,2.455322,17.405047
1.078992,-2.154200,0.495539,-0.928357,-1.572237,2.452519,17.394736
1.079489,-2.155132,0.498704,-0.934191,-1.575264,2.449794,17.384995
1.079989,-2.156069,0.501881,-0.940044,-1.578364,2.447146,17.375825
1.080493,-2.157012,0.505068,-0.945916,-1.581536,2.444577,17.367225
1.081000,-2.157961,0.508266,-0.951805,-1.584781,2.442085,17.359195
1.081509,-2.158915,0.511473,-0.957709,-1.588098,2.439671,17.351733
1.082022,-2.159876,0.514689,-0.963627,-1.591488,2.437333,17.344835
1.082539,-2.160843,0.517912,-0.969557,-1.594949,2.435072,17.338500
1.083058,-2.161815,0.521143,-0.975498,-1.598482,2.432886,17.332724
1.083581,-2.162794,0.524379,-0.981448,-1.602087,2.430775,17.327503
1.084107,-2.163778,0.527621,-0.987406,-1.605762,2.428739,17.322831
1.084636,-2.164769,0.530868,-0.993371,-1.609507,2.426776,17.318705
1.085169,-2.165765,0.534119,-0.999340,-1.613323,2.424885,17.315119
1.085705,-2.166767,0.537373,-1.005314,-1.617208,2.423067,17.312067
1.086244,-2.167775,0.540629,-1.011289,-1.621162,2.421319,17.309545
1.086786,-2.168790,0.543887,-1.017265,-1.625185,2.419641,17.307545
1.087331,-2.169810,0.547146,-1.023241,-1.629275,2.418032,17.306062
1.087880,-2.170836,0.550405,-1.029215,-1.633433,2.416491,17.305088
1.088432,-2.171868,0.553664,-1.035186,-1.637658,2.415017,17.304619
1.088987,-2.172907,0.556922,-1.041152,-1.641950,2.413608,17.304646
1.089546,-2.173951,0.560179,-1.047112,-1.646307,2.412265,17.305163
1.090108,-2.175001,0.563433,-1.053066,-1.650729,2.410985,17.306163
1.090673,-2.176057,0.566683,-1.059011,-1.655216,2.409767,17.307639
1.091241,-2.177119,0.569931,-1.064946,-1.659767,2.408611,17.309583
1.091813,-2.178187,0.573173,-1.070871,-1.664381,2.407515,17.311990
1.092388,-2.179261,0.576411,-1.076784,-1.669058,2.406479,17.314850
1.092966,-2.180340,0.579644,-1.082683,-1.673797,2.405500,17.318158
1.093547,-2.181426,0.582870,-1.088569,-1.678598,2.404579,17.321906
1.094131,-2.182517,0.586089,-1.094439,-1.683459,2.403713,17.326087
1.094719,-2.183615,0.589301,-1.100293,-1.688381,2.402902,17.330694
1.095310,-2.184718,0.592506,-1.106129,-1.693363,2.402145,17.335719
1.095904,-2.185827,0.595701,-1.111946,-1.698404,2.401440,17.341156
1.096501,-2.186942,0.598888,-1.117744,-1.703504,2.400787,17.346996
1.097102,-2.188063,0.602065,-1.123522,-1.708661,2.400183,17.353235
1.097705,-2.189189,0.605233,-1.129277,-1.713876,2.399630,17.359863
1.098312,-2.190321,0.608389,-1.135010,-1.719148,2.399124,17.366875
1.098922,-2.191459,0.611535,-1.140720,-1.724476,2.398665,17.374263
1.099535,-2.192603,0.614669,-1.146405,-1.729859,2.398252,17.382021
1.100151,-2.193752,0.617791,-1.152064,-1.735298,2.397885,17.390142
1.100771,-2.194907,0.620900,-1.157697,-1.740791,2.397561,17.398619
1.101393,-2.196067,0.623997,-1.163303,-1.746338,2.397280,17.407446
1.102019,-2.197233,0.627080,-1.168881,-1.751939,2.397041,17.416616
1.102647,-2.198405,0.630149,-1.174430,-1.757592,2.396843,17.426123
1.103279,-2.199582,0.633204,-1.179949,-1.763297,2.396685,17.435961
1.103914,-2.200765,0.636244,-1.185437,-1.769055,2.396566,17.446123
1.104552,-2.201953,0.639268,-1.190894,-1.774863,2.396485,17.456604
1.105192,-2.203147,0.642278,-1.196319,-1.780722,2.396441,17.467396
1.105836,-2.204346,0.645271,-1.201711,-1.786631,2.396433,17.478495
1.106483,-2.205550,0.648248,-1.207069,-1.792590,2.396460,17.489894
1.107133,-2.206760,0.651208,-1.212393,-1.798598,2.396522,17.501588
1.107785,-2.207975,0.654151,-1.217681,-1.804655,2.396617,17.513571
1.108441,-2.209195,0.657076,-1.222934,-1.810760,2.396744,17.525837
1.109099,-2.210421,0.659984,-1.228151,-1.816912,2.396904,17.538381
1.109761,-2.211651,0.662873,-1.233330,-1.823112,2.397094,17.551198
1.110425,-2.212887,0.665744,-1.238471,-1.829358,2.397314,17.564282
1.111092,-2.214128,0.668596,-1.243574,-1.835650,2.397563,17.577628
1.111762,-2.215374,0.671428,-1.248638,-1.841989,2.397841,17.591231
1.112435,-2.216625,0.674242,-1.253662,-1.848372,2.398146,17.605085
1.113111,-2.217882,0.677035,-1.258646,-1.854800,2.398478,17.619187
1.113789,-2.219143,0.679808,-1.263589,-1.861273,2.398836,17.633530
1.114470,-2.220409,0.682560,-1.268491,-1.867789,2.399220,17.648111
1.115154,-2.221680,0.685292,-1.273351,-1.874350,2.399628,17.662925
1.115841,-2.222955,0.688003,-1.278168,-1.880953,2.400059,17.677967
1.116530,-2.224236,0.690692,-1.282942,-1.887598,2.400514,17.693232
1.117222,-2.225521,0.693360,-1.287673,-1.894286,2.400991,17.708717
1.117917,-2.226811,0.696006,-1.292360,-1.901016,2.401490,17.724416
1.118614,-2.228106,0.698630,-1.297002,-1.907787,2.402011,17.740326
1.119314,-2.229405,0.701231,-1.301599,-1.914600,2.402551,17.756442
1.120017,-2.230709,0.703810,-1.306151,-1.921452,2.403111,17.772760
1.120722,-2.232018,0.706366,-1.310656,-1.928345,2.403690,17.789277
1.121430,-2.233331,0.708898,-1.315116,-1.935278,2.404288,17.805988
1.122140,-2.234648,0.711408,-1.319528,-1.942250,2.404904,17.822890
1.122852,-2.235970,0.713893,-1.323894,-1.949261,2.405536,17.839978
1.123568,-2.237296,0.716355,-1.328212,-1.956311,2.406186,17.857249
1.124285,-2.238626,0.718793,-1.332481,-1.963399,2.406851,17.874699
1.125005,-2.239961,0.721207,-1.336703,-1.970525,2.407532,17.892325
1.125727,-2.241299,0.723596,-1.340875,-1.977689,2.408228,17.910123
1.126452,-2.242642,0.725961,-1.344999,-1.984889,2.408938,17.928089
1.127179,-2.243989,0.728301,-1.349073,-1.992127,2.409662,17.946221
1.127909,-2.245340,0.730615,-1.353097,-1.999401,2.410399,17.964514
1.128641,-2.246695,0.732905,-1.357070,-2.006711,2.411149,17.982967
1.129375,-2.248054,0.735169,-1.360994,-2.014057,2.411911,18.001574
1.130111,-2.249417,0.737408,-1.364866,-2.021438,2.412685,18.020334
1.130849,-2.250784,0.739620,-1.368687,-2.028854,2.413470,18.039243
1.131590,-2.252155,0.741807,-1.372457,-2.036305,2.414266,18.058298
1.132333,-2.253529,0.743968,-1.376175,-2.043790,2.415072,18.077496
1.133078,-2.254907,0.746103,-1.379841,-2.051309,2.415888,18.096834
1.133825,-2.256289,0.748211,-1.383454,-2.058862,2.416713,18.116310
1.134574,-2.257674,0.750293,-1.387015,-2.066448,2.417547,18.135920
1.135326,-2.259063,0.752348,-1.390523,-2.074067,2.418389,18.155661
1.136079,-2.260455,0.754376,-1.393978,-2.081719,2.419239,18.175531
1.136835,-2.261851,0.756377,-1.397380,-2.089404,2.420097,18.195528
1.137592,-2.263250,0.758351,-1.400728,-2.097120,2.420962,18.215647
1.138351,-2.264652,0.760297,-1.404022,-2.104868,2.421833,18.235888
1.139112,-2.266058,0.762217,-1.407262,-2.112647,2.422711,18.256247
1.139876,-2.267467,0.764109,-1.410447,-2.120458,2.423594,18.276722
1.140641,-2.268879,0.765973,-1.413578,-2.128299,2.424483,18.297310
1.141408,-2.270294,0.767809,-1.416654,-2.136171,2.425377,18.318009
1.142176,-2.271712,0.769618,-1.419676,-2.144072,2.426276,18.338817
1.142947,-2.273133,0.771398,-1.422642,-2.152004,2.427179,18.359730
1.143719,-2.274557,0.773151,-1.425553,-2.159965,2.428086,18.380747
1.144493,-2.275984,0.774875,-1.428408,-2.167955,2.428996,18.401866
1.145269,-2.277414,0.776571,-1.431208,-2.175974,2.429910,18.423084
1.146046,-2.278847,0.778238,-1.433952,-2.184021,2.430826,18.444399
1.146825,-2.280282,0.779877,-1.436639,-2.192097,2.431745,18.465808
1.147606,-2.281720,0.781487,-1.439271,-2.200200,2.432666,18.487311
1.148388,-2.283160,0.783069,-1.441846,-2.208331,2.433588,18.508903
1.149172,-2.284603,0.784622,-1.444365,-2.216490,2.434512,18.530584
1.149957,-2.286049,0.786146,-1.446827,-2.224675,2.435438,18.552351
1.150744,-2.287497,0.787641,-1.449233,-2.232887,2.436364,18.574203
1.151533,-2.288947,0.789107,-1.451581,-2.241125,2.437290,18.596137
1.152323,-2.290400,0.790543,-1.453873,-2.249390,2.438217,18.618150
1.153114,-2.291855,0.791951,-1.456107,-2.257679,2.439143,18.640243
1.153906,-2.293312,0.793329,-1.458284,-2.265995,2.440069,18.662411
1.154700,-2.294772,0.794678,-1.460404,-2.274335,2.440994,18.684654
1.155496,-2.296233,0.795997,-1.462466,-2.282700,2.441919,18.706969
1.156292,-2.297697,0.797287,-1.464471,-2.291090,2.442841,18.729355
1.157090,-2.299162,0.798547,-1.466418,-2.299503,2.443763,18.751810
